change_id,repo,agent,package,pinned_version,primary_label,accepted_by_variants
harunraseed/Event_Flow_Project#4::requirements.txt::pillow::add,harunraseed/Event_Flow_Project,copilot,Pillow,10.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Vijayapardhu/Prayanam#1::requirements-render.txt::requests::add,Vijayapardhu/Prayanam,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Vijayapardhu/Prayanam#1::requirements.txt::requests::version_change,Vijayapardhu/Prayanam,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
DataHerb/dataherb-python#25::pyproject.toml::awscli::add,DataHerb/dataherb-python,copilot,awscli,1.33.42,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
vancesteven/PlanetProfile#64::pyproject.toml::reaktoro::add,vancesteven/PlanetProfile,copilot,reaktoro,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
garyjyao1/langgraph-example#1::langgraph/pyproject.toml::langchain-openai::add,garyjyao1/langgraph-example,copilot,langchain-openai,1.1.12,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muka-dev/cosinnus-core#1::pyproject.toml::pillow::add,muka-dev/cosinnus-core,copilot,Pillow,10.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muka-dev/cosinnus-core#1::pyproject.toml::ecdsa::add,muka-dev/cosinnus-core,copilot,ecdsa,0.18.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
muka-dev/cosinnus-core#1::pyproject.toml::paramiko::add,muka-dev/cosinnus-core,copilot,paramiko,2.11.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence
muka-dev/cosinnus-core#1::pyproject.toml::requests::add,muka-dev/cosinnus-core,copilot,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muka-dev/cosinnus-core#1::pyproject.toml::sentry-sdk::add,muka-dev/cosinnus-core,copilot,sentry-sdk,1.4.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
muka-dev/cosinnus-core#1::pyproject.toml::urllib3::add,muka-dev/cosinnus-core,copilot,urllib3,1.26.19,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muka-dev/cosinnus-core#1::pyproject.toml::unidecode::add,muka-dev/cosinnus-core,copilot,Unidecode,0.4.21,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
djmahe4/notebooklm-py#1::pyproject.toml::ruff::version_change,djmahe4/notebooklm-py,copilot,ruff,0.15.14,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
sylocftu/hexapod#1::software/requirements.txt::python-multipart::add,sylocftu/hexapod,copilot,python-multipart,0.0.22,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
sylocftu/hexapod#1::software/requirements.txt::pytest::add,sylocftu/hexapod,copilot,pytest,8.1.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
sylocftu/hexapod#1::software/setup.py::python-multipart::add,sylocftu/hexapod,copilot,python-multipart,0.0.22,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
sylocftu/hexapod#1::software/setup.py::pytest::add,sylocftu/hexapod,copilot,pytest,8.1.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
DecawDevonn/open-claw#5::requirements.txt::pytest::version_change,DecawDevonn/open-claw,copilot,pytest,8.3.5,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
DecawDevonn/open-claw#5::requirements.txt::requests::add,DecawDevonn/open-claw,copilot,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
DecawDevonn/open-claw#5::requirements.txt::aiohttp::add,DecawDevonn/open-claw,copilot,aiohttp,3.13.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muxeres/rag-llama3-multilingual#1::requirements.txt::pypdf::add,muxeres/rag-llama3-multilingual,copilot,pypdf,3.17.4,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muxeres/rag-llama3-multilingual#1::requirements.txt::transformers::add,muxeres/rag-llama3-multilingual,copilot,transformers,4.48.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
muxeres/rag-llama3-multilingual#1::requirements.txt::torch::add,muxeres/rag-llama3-multilingual,copilot,torch,2.6.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
muxeres/rag-llama3-multilingual#1::requirements.txt::streamlit::add,muxeres/rag-llama3-multilingual,copilot,streamlit,1.29.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
muxeres/rag-llama3-multilingual#1::requirements.txt::pytest::add,muxeres/rag-llama3-multilingual,copilot,pytest,7.4.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
muxeres/rag-llama3-multilingual#1::requirements.txt::black::add,muxeres/rag-llama3-multilingual,copilot,black,23.12.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
financecommander/musical-fishstick#1::setup.py::tensorflow-lite::add,financecommander/musical-fishstick,copilot,tensorflow-lite,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
marctdt/outlookbot#1::requirements.txt::requests::add,marctdt/outlookbot,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
marctdt/outlookbot#1::requirements.txt::aiohttp::add,marctdt/outlookbot,copilot,aiohttp,3.9.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ashbornemethod/AshborneSDK_v1#1::requirements.txt::fastapi::add,ashbornemethod/AshborneSDK_v1,copilot,fastapi,0.104.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ashbornemethod/AshborneSDK_v1#1::requirements.txt::python-multipart::add,ashbornemethod/AshborneSDK_v1,copilot,python-multipart,0.0.6,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
cpmcnamara/coursera#2::requirements.txt::pytest::add,cpmcnamara/coursera,copilot,pytest,7.4.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Inamulhassan-dev/cybershield-ultimate-soc#1::requirements.txt::scapy::version_change,Inamulhassan-dev/cybershield-ultimate-soc,copilot,scapy,2.6.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence
Toddni8022/Security-app#2::requirements.txt::flask::add,Toddni8022/Security-app,copilot,flask,3.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Toddni8022/Security-app#2::requirements.txt::pytest::add,Toddni8022/Security-app,copilot,pytest,8.3.5,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
anushritadey05/fake-news-detection#1::requirements.txt::flask::add,anushritadey05/fake-news-detection,copilot,flask,2.3.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
anushritadey05/fake-news-detection#1::requirements.txt::scikit-learn::add,anushritadey05/fake-news-detection,copilot,scikit-learn,1.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
anushritadey05/fake-news-detection#1::requirements.txt::nltk::add,anushritadey05/fake-news-detection,copilot,nltk,3.8.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
anushritadey05/fake-news-detection#1::requirements.txt::werkzeug::add,anushritadey05/fake-news-detection,copilot,Werkzeug,2.3.7,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
anushritadey05/fake-news-detection#1::requirements.txt::pytest::add,anushritadey05/fake-news-detection,copilot,pytest,7.4.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Stacey77/rag7#58::requirements.txt::geometry-msgs::add,Stacey77/rag7,copilot,geometry_msgs,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
Stacey77/rag7#58::requirements.txt::sensor-msgs::add,Stacey77/rag7,copilot,sensor_msgs,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
Stacey77/rag7#58::requirements.txt::nav-msgs::add,Stacey77/rag7,copilot,nav_msgs,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
Stacey77/rag7#58::requirements.txt::action-msgs::add,Stacey77/rag7,copilot,action_msgs,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::pyproject.toml::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,copilot,torch,2.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::requirements.txt::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,copilot,torch,2.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::requirements.txt::google-colab::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,copilot,google-colab,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::setup.py::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,copilot,torch,2.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::black::add,ranjith-gampa/dragoncrawl,copilot,black,23.11.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::safety::add,ranjith-gampa/dragoncrawl,copilot,safety,2.4.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::notebook::add,ranjith-gampa/dragoncrawl,copilot,notebook,7.0.6,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements.txt::torch::add,ranjith-gampa/dragoncrawl,copilot,torch,2.1.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements.txt::transformers::add,ranjith-gampa/dragoncrawl,copilot,transformers,4.36.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements.txt::fastapi::add,ranjith-gampa/dragoncrawl,copilot,fastapi,0.104.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ranjith-gampa/dragoncrawl#2::requirements.txt::pillow::add,ranjith-gampa/dragoncrawl,copilot,pillow,10.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
devwithadi/AliceJobSeeker#2::requirements.txt::pypdf2::add,devwithadi/AliceJobSeeker,copilot,PyPDF2,3.0.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
kadraman/codefence#5::examples/deps/python/pyproject-app/pyproject.toml::urllib3::add,kadraman/codefence,copilot,urllib3,1.26.4,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
kadraman/codefence#5::examples/deps/python/requirements-app/requirements-dev.txt::pytest::add,kadraman/codefence,copilot,pytest,7.4.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
kadraman/codefence#5::examples/deps/python/requirements-app/requirements.txt::django::add,kadraman/codefence,copilot,django,2.2.24,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
kadraman/codefence#5::examples/deps/python/uv-app/pyproject.toml::urllib3::add,kadraman/codefence,copilot,urllib3,1.26.4,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mrx88/k8s-python-flask-api#7::requirements.txt::werkzeug::version_change,mrx88/k8s-python-flask-api,copilot,Werkzeug,2.3.7,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mrx88/k8s-python-flask-api#7::requirements.txt::jinja2::version_change,mrx88/k8s-python-flask-api,copilot,Jinja2,3.1.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
wichmann/evreg#2::requirements.txt::requests::add,wichmann/evreg,copilot,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
wichmann/evreg#2::requirements.txt::urllib3::add,wichmann/evreg,copilot,urllib3,2.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
aio-it/mmchatgpt#99::requirements.txt::brotli::version_change,aio-it/mmchatgpt,copilot,brotli,1.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
aio-it/mmchatgpt#99::requirements.txt::pillow::version_change,aio-it/mmchatgpt,copilot,pillow,12.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
aio-it/mmchatgpt#92::requirements.txt::pillow::version_change,aio-it/mmchatgpt,copilot,pillow,12.1.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::aiohttp::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,aiohttp,3.9.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::cryptography::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,cryptography,41.0.7,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::pyjwt::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,PyJWT,2.8.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::requests::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::qdrant-client::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,qdrant-client,1.7.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::black::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,copilot,black,23.12.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
ibrohim2911/LMS#1::requirements.txt::pillow::add,ibrohim2911/LMS,copilot,pillow,11.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
dvir001/Simple-Contacts#4::pyproject.toml::requests::version_change,dvir001/Simple-Contacts,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
dvir001/Simple-Contacts#4::pyproject.toml::cryptography::add,dvir001/Simple-Contacts,copilot,cryptography,41.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
dvir001/Simple-Contacts#4::requirements.txt::requests::version_change,dvir001/Simple-Contacts,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
dvir001/Simple-Contacts#4::requirements.txt::cryptography::add,dvir001/Simple-Contacts,copilot,cryptography,41.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Jibby-Games/Game-Server-Manager#18::requirements.txt::h11::version_change,Jibby-Games/Game-Server-Manager,copilot,h11,0.14.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Jibby-Games/Game-Server-Manager#18::requirements.txt::requests::version_change,Jibby-Games/Game-Server-Manager,copilot,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Jibby-Games/Game-Server-Manager#18::requirements.txt::starlette::version_change,Jibby-Games/Game-Server-Manager,copilot,starlette,0.41.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Jibby-Games/Game-Server-Manager#18::requirements.txt::urllib3::version_change,Jibby-Games/Game-Server-Manager,copilot,urllib3,2.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Dootrix/ai-book-reader#5::backend/requirements.txt::fastapi::add,Dootrix/ai-book-reader,copilot,fastapi,0.104.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Dootrix/ai-book-reader#5::backend/requirements.txt::python-multipart::add,Dootrix/ai-book-reader,copilot,python-multipart,0.0.6,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
CraigS2/SpeciesNet#13::requirements.txt::requests::add,CraigS2/SpeciesNet,copilot,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::starlette::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,starlette,0.37.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::pymongo::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,pymongo,4.5.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::cryptography::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,cryptography,46.0.4,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::starlette::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,starlette,0.37.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::pymongo::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,pymongo,4.5.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::cryptography::version_change,Ranveersingh1113/Bharat-Biz-Agent,copilot,cryptography,46.0.4,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
NPGrant81/fantasy-football-pi#71::backend/requirements.txt::jinja2::add,NPGrant81/fantasy-football-pi,copilot,Jinja2,3.1.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
AlexDeMichieli/Quartz#48::requirements.txt::django::version_change,AlexDeMichieli/Quartz,copilot,Django,3.1.13,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
AlexDeMichieli/Quartz#48::requirements.txt::pillow::version_change,AlexDeMichieli/Quartz,copilot,Pillow,10.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mirest/collector#24::requirements.txt::django::version_change,mirest/collector,copilot,Django,4.2.16,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mirest/collector#24::requirements.txt::djangorestframework::version_change,mirest/collector,copilot,djangorestframework,3.14.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
mirest/collector#24::requirements.txt::gunicorn::version_change,mirest/collector,copilot,gunicorn,21.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mirest/collector#24::requirements.txt::pyjwt::version_change,mirest/collector,copilot,PyJWT,2.8.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
mirest/collector#24::requirements.txt::social-auth-app-django::version_change,mirest/collector,copilot,social-auth-app-django,5.4.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
scottBowles/dnd#19::requirements.txt::pillow::version_change,scottBowles/dnd,copilot,Pillow,11.2.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
wildhash/telnyx-patient-intake-agent#1::requirements.txt::flask-cors::add,wildhash/telnyx-patient-intake-agent,copilot,flask-cors,4.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
wildhash/telnyx-patient-intake-agent#1::requirements.txt::requests::add,wildhash/telnyx-patient-intake-agent,copilot,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
wildhash/telnyx-patient-intake-agent#1::requirements.txt::gunicorn::add,wildhash/telnyx-patient-intake-agent,copilot,gunicorn,21.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
wildhash/telnyx-patient-intake-agent#1::requirements.txt::aiohttp::add,wildhash/telnyx-patient-intake-agent,copilot,aiohttp,3.9.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
NigelWilliamUOP/Systems-Policy-and-Practice#2::requirements.txt::pyjwt::add,NigelWilliamUOP/Systems-Policy-and-Practice,devin,PyJWT,2.9.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
NigelWilliamUOP/Systems-Policy-and-Practice#2::requirements.txt::starlette::version_change,NigelWilliamUOP/Systems-Policy-and-Practice,devin,starlette,0.41.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#16::langchain-agentic-ai-sample/requirements.txt::langchain::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langchain,0.3.25,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#16::langchain-agentic-ai-sample/requirements.txt::langchain-openai::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langchain-openai,0.3.18,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#16::langchain-agentic-ai-sample/requirements.txt::langchain-community::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langchain-community,0.3.24,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#16::langchain-agentic-ai-sample/requirements.txt::streamlit::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,streamlit,1.45.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
