change_id,pr_id,repo,pr_url,created_at,tool_evidence,manifest_file,package_name,new_spec,change_type,label_primary,primary_grade,label_confidence,evidence_source,adjudication_result
samstill/company_management_backend#1::requirements.txt::pillow::version_change,samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,aidev_agent:copilot,requirements.txt,pillow,==12.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
Hakaya35/UrbanEV#1::requirements.txt::torch::add,Hakaya35/UrbanEV#1,Hakaya35/UrbanEV,https://github.com/Hakaya35/UrbanEV/pull/1,2025-10-07T12:50:21Z,aidev_agent:copilot,requirements.txt,torch,==2.4.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
xkx9431/multimodal-search#1::requirements.txt::pyspark::add,xkx9431/multimodal-search#1,xkx9431/multimodal-search,https://github.com/xkx9431/multimodal-search/pull/1,2026-06-10T23:59:01Z,aidev_agent:copilot,requirements.txt,pyspark,==3.5.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Gurukiran-P16/FoodGuarddAi#1::requirements.txt::pillow::add,Gurukiran-P16/FoodGuarddAi#1,Gurukiran-P16/FoodGuarddAi,https://github.com/Gurukiran-P16/FoodGuarddAi/pull/1,2026-06-10T22:11:49Z,aidev_agent:copilot,requirements.txt,pillow,==10.3.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Gurukiran-P16/FoodGuarddAi#1::requirements.txt::pytest::add,Gurukiran-P16/FoodGuarddAi#1,Gurukiran-P16/FoodGuarddAi,https://github.com/Gurukiran-P16/FoodGuarddAi/pull/1,2026-06-10T22:11:49Z,aidev_agent:copilot,requirements.txt,pytest,==8.2.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
RampantLions/AwsAppRunner#1::requirements.txt::flask::add,RampantLions/AwsAppRunner#1,RampantLions/AwsAppRunner,https://github.com/RampantLions/AwsAppRunner/pull/1,2026-04-18T04:25:29Z,aidev_agent:copilot,requirements.txt,flask,==3.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
diegosnchz/SpotifyWrapped#20::spotify_pipeline/requirements.txt::apache-airflow::version_change,diegosnchz/SpotifyWrapped#20,diegosnchz/SpotifyWrapped,https://github.com/diegosnchz/SpotifyWrapped/pull/20,2026-04-16T11:45:13Z,aidev_agent:copilot,spotify_pipeline/requirements.txt,apache-airflow,==3.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
FmasterofU/minimal-uds-tester#1::requirements.txt::python-isotp::add,FmasterofU/minimal-uds-tester#1,FmasterofU/minimal-uds-tester,https://github.com/FmasterofU/minimal-uds-tester/pull/1,2026-04-17T08:45:11Z,aidev_agent:copilot,requirements.txt,python-isotp,>=2.0,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
will-rice/denoisers#55::requirements.txt::torch::version_change,will-rice/denoisers#55,will-rice/denoisers,https://github.com/will-rice/denoisers/pull/55,2026-03-18T11:08:05Z,aidev_agent:copilot,requirements.txt,torch,==2.10.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
will-rice/denoisers#55::requirements.txt::torchcodec::add,will-rice/denoisers#55,will-rice/denoisers,https://github.com/will-rice/denoisers/pull/55,2026-03-18T11:08:05Z,aidev_agent:copilot,requirements.txt,torchcodec,==0.11.0,add,P2_INVALID_VERSION_SPEC,conditional_released_after_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/requirements.txt::torch::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/requirements.txt,torch,==2.11.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/requirements.txt::ultralytics::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/requirements.txt,ultralytics,==8.4.29,add,P2_INVALID_VERSION_SPEC,conditional_released_after_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/requirements.txt::pillow::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/requirements.txt,Pillow,==12.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v1_sample_app/requirements.txt::torch::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v1_sample_app/requirements.txt,torch,==2.11.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v1_sample_app/requirements.txt::ultralytics::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v1_sample_app/requirements.txt,ultralytics,==8.4.29,add,P2_INVALID_VERSION_SPEC,conditional_released_after_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v1_sample_app/requirements.txt::pillow::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v1_sample_app/requirements.txt,Pillow,==12.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v2_sample_app/requirements.txt::torch::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v2_sample_app/requirements.txt,torch,==2.11.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v2_sample_app/requirements.txt::ultralytics::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v2_sample_app/requirements.txt,ultralytics,==8.4.29,add,P2_INVALID_VERSION_SPEC,conditional_released_after_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v2_sample_app/requirements.txt::pillow::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v2_sample_app/requirements.txt,Pillow,==12.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v3_sample_app/requirements.txt::pillow::add,vkb1/oep-developer-guides#1,vkb1/oep-developer-guides,https://github.com/vkb1/oep-developer-guides/pull/1,2026-03-26T13:09:19Z,aidev_agent:copilot,sample-apps/license-plate-recognition/v3_sample_app/requirements.txt,Pillow,==12.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
jcorcione/vibe-digest#2::python/requirements.txt::markdown::add,jcorcione/vibe-digest#2,jcorcione/vibe-digest,https://github.com/jcorcione/vibe-digest/pull/2,2026-05-18T19:28:02Z,aidev_agent:copilot,python/requirements.txt,markdown,==3.6,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
sohamda/aks-store-demo#106::src/ai-service/requirements.txt::pillow::version_change,sohamda/aks-store-demo#106,sohamda/aks-store-demo,https://github.com/sohamda/aks-store-demo/pull/106,2026-05-27T09:11:15Z,aidev_agent:copilot,src/ai-service/requirements.txt,pillow,==12.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
HarbyT/proyecto-gestion-cotizacion-huellas#2::backend/requirements.txt::django::add,HarbyT/proyecto-gestion-cotizacion-huellas#2,HarbyT/proyecto-gestion-cotizacion-huellas,https://github.com/HarbyT/proyecto-gestion-cotizacion-huellas/pull/2,2025-11-23T02:02:28Z,aidev_agent:copilot,backend/requirements.txt,Django,==5.1.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
HarbyT/proyecto-gestion-cotizacion-huellas#2::backend/requirements.txt::pillow::add,HarbyT/proyecto-gestion-cotizacion-huellas#2,HarbyT/proyecto-gestion-cotizacion-huellas,https://github.com/HarbyT/proyecto-gestion-cotizacion-huellas/pull/2,2025-11-23T02:02:28Z,aidev_agent:copilot,backend/requirements.txt,Pillow,==10.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
mrmahfoudhhaythem-lang/simple_chatbots#1::requirements.txt::transformers::add,mrmahfoudhhaythem-lang/simple_chatbots#1,mrmahfoudhhaythem-lang/simple_chatbots,https://github.com/mrmahfoudhhaythem-lang/simple_chatbots/pull/1,2026-06-03T17:26:53Z,aidev_agent:copilot,requirements.txt,transformers,==4.41.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
mrmahfoudhhaythem-lang/simple_chatbots#1::requirements.txt::torch::add,mrmahfoudhhaythem-lang/simple_chatbots#1,mrmahfoudhhaythem-lang/simple_chatbots,https://github.com/mrmahfoudhhaythem-lang/simple_chatbots/pull/1,2026-06-03T17:26:53Z,aidev_agent:copilot,requirements.txt,torch,==2.2.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ahmedghabara90-byte/finale_asd2#1::api/requirements.txt::python-multipart::add,ahmedghabara90-byte/finale_asd2#1,ahmedghabara90-byte/finale_asd2,https://github.com/ahmedghabara90-byte/finale_asd2/pull/1,2026-04-29T18:34:26Z,aidev_agent:copilot,api/requirements.txt,python-multipart,==0.0.22,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
0ai-Cyberviser/oss-fuzz#71::infra/build/functions/requirements.txt::brotli::version_change,0ai-Cyberviser/oss-fuzz#71,0ai-Cyberviser/oss-fuzz,https://github.com/0ai-Cyberviser/oss-fuzz/pull/71,2026-04-22T19:31:58Z,aidev_agent:copilot,infra/build/functions/requirements.txt,Brotli,==1.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
CopilotLabs007/agentic-sdlc#7::demo/requirements.txt::flask::add,CopilotLabs007/agentic-sdlc#7,CopilotLabs007/agentic-sdlc,https://github.com/CopilotLabs007/agentic-sdlc/pull/7,2026-05-05T08:56:52Z,aidev_agent:copilot,demo/requirements.txt,Flask,==3.0.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
CopilotLabs007/agentic-sdlc#7::demo/requirements.txt::pyjwt::add,CopilotLabs007/agentic-sdlc#7,CopilotLabs007/agentic-sdlc,https://github.com/CopilotLabs007/agentic-sdlc/pull/7,2026-05-05T08:56:52Z,aidev_agent:copilot,demo/requirements.txt,PyJWT,==2.8.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
CopilotLabs007/agentic-sdlc#7::demo/requirements.txt::marshmallow::add,CopilotLabs007/agentic-sdlc#7,CopilotLabs007/agentic-sdlc,https://github.com/CopilotLabs007/agentic-sdlc/pull/7,2026-05-05T08:56:52Z,aidev_agent:copilot,demo/requirements.txt,marshmallow,==3.21.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
CopilotLabs007/agentic-sdlc#7::demo/requirements.txt::pytest::add,CopilotLabs007/agentic-sdlc#7,CopilotLabs007/agentic-sdlc,https://github.com/CopilotLabs007/agentic-sdlc/pull/7,2026-05-05T08:56:52Z,aidev_agent:copilot,demo/requirements.txt,pytest,==8.2.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
CopilotLabs007/agentic-sdlc#7::demo/requirements.txt::python-dotenv::add,CopilotLabs007/agentic-sdlc#7,CopilotLabs007/agentic-sdlc,https://github.com/CopilotLabs007/agentic-sdlc/pull/7,2026-05-05T08:56:52Z,aidev_agent:copilot,demo/requirements.txt,python-dotenv,==1.0.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ParanKafleUTS/FinalB#1::requirements.txt::python-multipart::add,ParanKafleUTS/FinalB#1,ParanKafleUTS/FinalB,https://github.com/ParanKafleUTS/FinalB/pull/1,2026-05-03T19:10:14Z,aidev_agent:copilot,requirements.txt,python-multipart,==0.0.22,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ParanKafleUTS/FinalB#1::requirements.txt::pillow::add,ParanKafleUTS/FinalB#1,ParanKafleUTS/FinalB,https://github.com/ParanKafleUTS/FinalB/pull/1,2026-05-03T19:10:14Z,aidev_agent:copilot,requirements.txt,Pillow,==12.2.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
ParanKafleUTS/FinalB#1::requirements.txt::clearml::add,ParanKafleUTS/FinalB#1,ParanKafleUTS/FinalB,https://github.com/ParanKafleUTS/FinalB/pull/1,2026-05-03T19:10:14Z,aidev_agent:copilot,requirements.txt,clearml,==1.16.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ParanKafleUTS/FinalB#1::requirements.txt::scikit-learn::add,ParanKafleUTS/FinalB#1,ParanKafleUTS/FinalB,https://github.com/ParanKafleUTS/FinalB/pull/1,2026-05-03T19:10:14Z,aidev_agent:copilot,requirements.txt,scikit-learn,==1.4.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
codekaa1ciu1/directgraph-engine#2::requirements.txt::jinja2::add,codekaa1ciu1/directgraph-engine#2,codekaa1ciu1/directgraph-engine,https://github.com/codekaa1ciu1/directgraph-engine/pull/2,2026-04-20T03:23:29Z,aidev_agent:copilot,requirements.txt,jinja2,==3.1.4,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
codekaa1ciu1/directgraph-engine#2::requirements.txt::pytest::add,codekaa1ciu1/directgraph-engine#2,codekaa1ciu1/directgraph-engine,https://github.com/codekaa1ciu1/directgraph-engine/pull/2,2026-04-20T03:23:29Z,aidev_agent:copilot,requirements.txt,pytest,==8.3.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
shawnzhou17/shawnzhou#1::backend/requirements.txt::pypdf2::add,shawnzhou17/shawnzhou#1,shawnzhou17/shawnzhou,https://github.com/shawnzhou17/shawnzhou/pull/1,2026-05-06T17:24:26Z,aidev_agent:copilot,backend/requirements.txt,pypdf2,==3.0.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
shawnzhou17/shawnzhou#1::backend/requirements.txt::python-multipart::add,shawnzhou17/shawnzhou#1,shawnzhou17/shawnzhou,https://github.com/shawnzhou17/shawnzhou/pull/1,2026-05-06T17:24:26Z,aidev_agent:copilot,backend/requirements.txt,python-multipart,==0.0.22,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
shawnzhou17/shawnzhou#1::backend/requirements.txt::python-dotenv::add,shawnzhou17/shawnzhou#1,shawnzhou17/shawnzhou,https://github.com/shawnzhou17/shawnzhou/pull/1,2026-05-06T17:24:26Z,aidev_agent:copilot,backend/requirements.txt,python-dotenv,==1.0.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
harunraseed/Event_Flow_Project#4::requirements.txt::werkzeug::version_change,harunraseed/Event_Flow_Project#4,harunraseed/Event_Flow_Project,https://github.com/harunraseed/Event_Flow_Project/pull/4,2025-11-10T17:25:04Z,aidev_agent:copilot,requirements.txt,Werkzeug,==3.0.3,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
harunraseed/Event_Flow_Project#4::requirements.txt::requests::version_change,harunraseed/Event_Flow_Project#4,harunraseed/Event_Flow_Project,https://github.com/harunraseed/Event_Flow_Project/pull/4,2025-11-10T17:25:04Z,aidev_agent:copilot,requirements.txt,requests,==2.31.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
harunraseed/Event_Flow_Project#4::requirements.txt::pillow::add,harunraseed/Event_Flow_Project#4,harunraseed/Event_Flow_Project,https://github.com/harunraseed/Event_Flow_Project/pull/4,2025-11-10T17:25:04Z,aidev_agent:copilot,requirements.txt,Pillow,==10.2.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Vijayapardhu/Prayanam#1::requirements-render.txt::requests::add,Vijayapardhu/Prayanam#1,Vijayapardhu/Prayanam,https://github.com/Vijayapardhu/Prayanam/pull/1,2025-10-12T03:05:55Z,aidev_agent:copilot,requirements-render.txt,requests,==2.31.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Vijayapardhu/Prayanam#1::requirements.txt::requests::version_change,Vijayapardhu/Prayanam#1,Vijayapardhu/Prayanam,https://github.com/Vijayapardhu/Prayanam/pull/1,2025-10-12T03:05:55Z,aidev_agent:copilot,requirements.txt,requests,==2.31.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
DataHerb/dataherb-python#25::pyproject.toml::awscli::add,DataHerb/dataherb-python#25,DataHerb/dataherb-python,https://github.com/DataHerb/dataherb-python/pull/25,2026-05-21T10:05:28Z,aidev_agent:copilot,pyproject.toml,awscli,==1.33.42,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
vancesteven/PlanetProfile#64::pyproject.toml::reaktoro::add,vancesteven/PlanetProfile#64,vancesteven/PlanetProfile,https://github.com/vancesteven/PlanetProfile/pull/64,2026-01-14T00:18:27Z,aidev_agent:copilot,pyproject.toml,reaktoro,>=2.12.5,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
garyjyao1/langgraph-example#1::langgraph/pyproject.toml::langchain-openai::add,garyjyao1/langgraph-example#1,garyjyao1/langgraph-example,https://github.com/garyjyao1/langgraph-example/pull/1,2026-04-18T11:40:11Z,aidev_agent:copilot,langgraph/pyproject.toml,langchain-openai,==1.1.12,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::pillow::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,Pillow,==10.3.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
muka-dev/cosinnus-core#1::pyproject.toml::ecdsa::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,ecdsa,==0.18.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::paramiko::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,paramiko,==2.11.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::requests::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,requests,==2.32.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::sentry-sdk::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,sentry-sdk,==1.4.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::urllib3::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,urllib3,==1.26.19,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muka-dev/cosinnus-core#1::pyproject.toml::unidecode::add,muka-dev/cosinnus-core#1,muka-dev/cosinnus-core,https://github.com/muka-dev/cosinnus-core/pull/1,2025-11-20T23:17:24Z,aidev_agent:copilot,pyproject.toml,Unidecode,==0.4.21,add,P2_INVALID_VERSION_SPEC,strong_absent_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P2_INVALID_VERSION_SPEC
djmahe4/notebooklm-py#1::pyproject.toml::ruff::version_change,djmahe4/notebooklm-py#1,djmahe4/notebooklm-py,https://github.com/djmahe4/notebooklm-py/pull/1,2026-04-24T04:20:56Z,aidev_agent:copilot,pyproject.toml,ruff,==0.15.14,version_change,P2_INVALID_VERSION_SPEC,conditional_released_after_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
sylocftu/hexapod#1::software/requirements.txt::python-multipart::add,sylocftu/hexapod#1,sylocftu/hexapod,https://github.com/sylocftu/hexapod/pull/1,2026-04-21T06:58:41Z,aidev_agent:copilot,software/requirements.txt,python-multipart,==0.0.22,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
sylocftu/hexapod#1::software/requirements.txt::pytest::add,sylocftu/hexapod#1,sylocftu/hexapod,https://github.com/sylocftu/hexapod/pull/1,2026-04-21T06:58:41Z,aidev_agent:copilot,software/requirements.txt,pytest,==8.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
sylocftu/hexapod#1::software/setup.py::python-multipart::add,sylocftu/hexapod#1,sylocftu/hexapod,https://github.com/sylocftu/hexapod/pull/1,2026-04-21T06:58:41Z,aidev_agent:copilot,software/setup.py,python-multipart,==0.0.22,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
sylocftu/hexapod#1::software/setup.py::pytest::add,sylocftu/hexapod#1,sylocftu/hexapod,https://github.com/sylocftu/hexapod/pull/1,2026-04-21T06:58:41Z,aidev_agent:copilot,software/setup.py,pytest,==8.1.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
DecawDevonn/open-claw#5::requirements.txt::pytest::version_change,DecawDevonn/open-claw#5,DecawDevonn/open-claw,https://github.com/DecawDevonn/open-claw/pull/5,2026-04-01T21:48:58Z,aidev_agent:copilot,requirements.txt,pytest,==8.3.5,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
